id_incidente;fecha_incidente;hora_incidente;id_oficina;ciudad_oficina;agresion_verbal;agresion_fisica;llamada_fcs;dia_mes;aforo_alto;ocupacion_categoria;franja_horaria;agresion_fisica_verbal;es_fin_mes;dia_semana;cliente_reincidente
264;30/12/2024;10:30;LASROZAS01;Las Rozas;0;0;0;30;1;baja;manana;0;1;0;0
265;11/06/2022;8:15;MURCIA01;Murcia;0;0;0;11;0;alta;manana;0;0;5;0
266;19/06/2020;13:30;MAJADAHONDA01;Majadahonda;1;0;0;19;0;media;cierre;1;0;4;0
267;23/12/2021;9:15;BARCELONA01;Barcelona;0;0;0;23;0;baja;manana;0;0;3;0
268;26/12/2023;9:00;GIJON01;Gijon;0;0;0;26;0;baja;manana;0;1;1;0
269;22/09/2023;8:15;BARCELONAMERIDIANA01;Barcelona Meridiana;0;0;0;22;0;baja;manana;0;0;4;0
270;08/08/2020;11:00;ACACIAS01;Acacias;0;0;0;8;0;media;manana;0;0;5;0
271;23/05/2024;11:45;GIJON01;Gijon;0;0;0;23;1;alta;manana;0;0;3;0
272;03/07/2021;13:15;BARCELONA01;Barcelona;0;0;0;3;0;baja;cierre;0;0;5;0
273;19/06/2024;13:45;OVIEDO01;Oviedo;1;0;0;19;0;alta;cierre;1;0;2;0
274;24/02/2022;11:45;VALENCIA01;Valencia;0;0;0;24;0;media;manana;0;0;3;0
275;25/06/2022;9:15;BARCELONA01;Barcelona;0;0;0;25;0;media;manana;0;1;5;0
276;08/02/2023;13:00;LASPALMAS01;Las Palmas;0;0;0;8;0;media;cierre;0;0;2;0
277;22/04/2021;14:00;VALENCIA01;Valencia;0;0;0;22;0;baja;cierre;0;0;3;0
278;15/06/2024;14:45;ALICANTE01;Alicante;0;0;0;15;1;baja;cierre;0;0;5;1
279;30/12/2024;9:15;ODONNELL01;O Donnell;0;0;0;30;0;media;manana;0;1;0;0
280;23/06/2020;14:45;MADRIDACACIAS01;Madrid Acacias;1;0;0;23;0;media;cierre;1;0;1;0
281;21/10/2023;8:15;GIJON01;Gijon;0;0;0;21;1;baja;manana;0;0;5;0
282;21/10/2022;14:00;MADRID01;Madrid;0;0;0;21;0;media;cierre;0;0;4;0
283;02/08/2021;11:15;MADRID01;Madrid;1;0;0;2;0;media;manana;1;0;0;0
284;09/01/2023;14:45;VALLADOLID01;Valladolid;1;1;1;9;1;alta;cierre;1;0;0;0
285;14/10/2021;13:30;SALAMANCA01;Salamanca;1;0;0;14;0;baja;cierre;1;0;3;1
286;05/02/2021;14:45;SEVILLA01;Sevilla;0;0;0;5;0;baja;cierre;0;0;4;0
287;31/10/2022;12:45;CORDOBA01;Cordoba;0;0;0;31;1;alta;cierre;0;1;0;1
288;02/02/2022;14:45;MADRID01;Madrid;0;0;0;2;0;alta;cierre;0;0;2;1
289;14/07/2021;9:45;BILBAO01;Bilbao;1;0;0;14;0;baja;manana;1;0;2;0
290;27/06/2020;11:30;LASROZAS01;Las Rozas;0;0;0;27;0;baja;manana;0;1;5;0
291;04/09/2024;14:15;BARCELONA01;Barcelona;0;0;0;4;0;media;cierre;0;0;2;0
292;19/04/2024;14:30;MADRID01;Madrid;0;0;0;19;0;baja;cierre;0;0;4;0
293;28/04/2025;14:45;MADRID01;Madrid;0;0;0;28;1;media;cierre;0;1;0;0
294;06/11/2020;13:15;MADRID01;Madrid;0;0;0;6;0;alta;cierre;0;0;4;0
295;19/06/2020;10:45;SALAMANCA01;Salamanca;0;0;0;19;0;media;manana;0;0;4;0
296;15/02/2021;8:30;BARCELONA01;Barcelona;0;0;0;15;1;alta;manana;0;0;0;0
297;13/01/2022;9:30;VALENCIA01;Valencia;1;0;0;13;0;media;manana;1;0;3;0
298;21/04/2023;10:30;BARCELONA01;Barcelona;1;0;1;21;1;alta;manana;1;0;4;0
299;13/03/2025;12:00;LASPALMASDEGC01;Las Palmas de GC;1;0;0;13;0;baja;cierre;1;0;3;0
300;11/11/2022;9:15;BARCELONAMERIDIANA01;Barcelona Meridiana;0;0;0;11;1;media;manana;0;0;4;0
301;03/01/2020;9:45;VALENCIA01;Valencia;0;0;0;3;0;media;manana;0;0;4;1
302;30/11/2022;13:15;COSTARICA01;Costa Rica;0;0;0;30;1;alta;cierre;0;1;2;0
303;26/04/2024;13:15;BARCELONA01;Barcelona;0;0;0;26;0;baja;cierre;0;1;4;0
304;27/10/2020;8:45;MALAGA01;Malaga;1;0;0;27;0;media;manana;1;1;1;1
305;21/06/2021;11:30;MADRID01;Madrid;0;0;0;21;0;baja;manana;0;0;0;0
306;13/06/2023;12:45;SANTAENGRACIA01;Santa Engracia;0;0;0;13;0;media;cierre;0;0;1;1
307;06/11/2023;11:00;BILBAO01;Bilbao;0;0;0;6;1;alta;manana;0;0;0;0
308;19/04/2023;9:45;MADRIDODONNELL01;Madrid O Donnell;1;1;1;19;0;baja;manana;1;0;2;0
309;13/01/2020;11:00;BARCELONA01;Barcelona;0;0;0;13;0;baja;manana;0;0;0;1
310;03/02/2024;14:45;TENERIFE01;Tenerife;1;0;1;3;0;media;cierre;1;0;5;0
311;24/08/2023;11:00;TENERIFE01;Tenerife;1;0;1;24;1;alta;manana;1;0;3;0
312;25/08/2022;10:30;BARCELONA01;Barcelona;0;0;0;25;1;media;manana;0;1;3;0
313;02/09/2020;14:45;GIJON01;Gijon;0;0;0;2;0;baja;cierre;0;0;2;0
314;30/09/2023;14:45;BARCELONA01;Barcelona;0;0;0;30;0;baja;cierre;0;1;5;0
315;23/04/2021;12:15;VALENCIA01;Valencia;0;0;0;23;0;media;cierre;0;0;4;0
316;29/06/2020;11:15;VALENCIA01;Valencia;1;0;0;29;0;baja;manana;1;1;0;1
317;05/03/2020;10:45;CADIZ01;Cadiz;1;0;0;5;0;media;manana;1;0;3;0
318;18/09/2023;11:00;SEVILLA01;Sevilla;0;0;0;18;0;media;manana;0;0;0;0
319;18/01/2022;11:30;BARCELONADIAGONAL01;Barcelona Diagonal;0;0;0;18;0;media;manana;0;0;1;0
320;26/11/2021;13:45;MADRID01;Madrid;1;0;0;26;0;media;cierre;1;1;4;0
321;15/05/2025;13:15;LASPALMASDEGC01;Las Palmas de GC;0;0;0;15;0;media;cierre;0;0;3;0
322;10/09/2024;14:45;VALENCIA01;Valencia;1;0;0;10;1;media;cierre;1;0;1;1
323;12/09/2024;9:00;M?STOLES01;M?stoles;0;0;0;12;0;media;manana;0;0;3;0
324;04/05/2020;11:00;COSTARICA01;Costa Rica;0;0;0;4;0;media;manana;0;0;0;0
325;27/10/2020;8:45;BARCELONA01;Barcelona;0;0;0;27;0;baja;manana;0;1;1;0
326;27/01/2024;9:45;BARCELONAMERIDIANA01;Barcelona Meridiana;0;0;0;27;0;baja;manana;0;1;5;0
327;08/09/2023;9:00;MURCIA01;Murcia;1;0;0;8;1;alta;manana;1;0;4;0
328;26/08/2021;10:45;DIAGONAL01;Diagonal;0;0;0;26;0;baja;manana;0;1;3;0
329;13/11/2024;10:15;ACORUNA01;A Coruna;0;0;0;13;0;media;manana;0;0;2;0
330;27/04/2020;11:30;ALICANTE01;Alicante;0;0;0;27;0;baja;manana;0;1;0;1
331;30/06/2020;10:45;LASROZAS01;Las Rozas;0;0;0;30;0;baja;manana;0;1;1;0
332;21/12/2022;10:45;LASPALMAS01;Las Palmas;1;0;0;21;0;baja;manana;1;0;2;1
333;08/11/2022;10:00;MADRID01;Madrid;0;0;0;8;0;media;manana;0;0;1;1
334;05/02/2021;11:00;SANTAENGRACIA01;Santa Engracia;0;0;0;5;1;baja;manana;0;0;4;0
335;01/09/2022;13:00;MADRIDODONNELL01;Madrid O Donnell;0;0;0;1;0;media;cierre;0;0;3;0
336;09/11/2023;10:15;MADRID01;Madrid;0;0;0;9;0;media;manana;0;0;3;0
337;10/02/2023;13:00;BARCELONA01;Barcelona;0;0;0;10;0;baja;cierre;0;0;4;0
338;09/07/2020;14:00;ACACIAS01;Acacias;0;0;0;9;1;alta;cierre;0;0;3;0
339;22/03/2025;14:00;CORDOBA01;Cordoba;0;0;0;22;0;media;cierre;0;0;5;0
340;08/08/2022;9:15;GIJON01;Gijon;1;1;1;8;0;alta;manana;1;0;0;0
341;16/04/2021;14:00;BARCELONA01;Barcelona;1;0;0;16;0;baja;cierre;1;0;4;0
342;26/03/2024;12:15;LASROZAS01;Las Rozas;0;0;0;26;0;media;cierre;0;1;1;1
343;25/08/2022;9:15;MADRID01;Madrid;1;0;1;25;0;baja;manana;1;1;3;0
344;20/12/2024;11:00;MALAGA01;Malaga;0;0;0;20;0;baja;manana;0;0;4;0
345;08/08/2024;12:15;MAJADAHONDA01;Majadahonda;0;0;0;8;0;baja;cierre;0;0;3;1
346;05/10/2023;11:30;VALENCIA01;Valencia;0;0;0;5;1;alta;manana;0;0;3;1
347;18/12/2023;14:30;MALAGA01;Malaga;0;0;0;18;0;media;cierre;0;0;0;1
348;20/04/2021;9:00;MADRIDACACIAS01;Madrid Acacias;1;0;0;20;0;baja;manana;1;0;1;0
349;01/02/2022;14:15;SANTANDER01;Santander;0;0;0;1;0;media;cierre;0;0;1;0
350;08/06/2023;10:00;GRANADA01;Granada;0;0;0;8;1;alta;manana;0;0;3;0
351;29/03/2022;12:00;SEVILLA01;Sevilla;1;0;0;29;0;media;cierre;1;1;1;0
352;29/06/2021;10:45;MAJADAHONDA01;Majadahonda;1;0;0;29;0;media;manana;1;1;1;0
353;08/02/2023;11:15;MADRID01;Madrid;1;0;0;8;0;baja;manana;1;0;2;0
354;10/07/2021;8:15;MADRID01;Madrid;0;0;0;10;0;baja;manana;0;0;5;0
355;19/07/2024;8:30;BARCELONA01;Barcelona;0;0;0;19;1;media;manana;0;0;4;0
356;26/05/2023;14:00;GIJON01;Gijon;0;0;0;26;1;media;cierre;0;1;4;0
357;09/06/2022;14:00;GRANADA01;Granada;1;0;0;9;1;media;cierre;1;0;3;1
358;15/02/2020;10:45;OVIEDO01;Oviedo;0;0;0;15;0;media;manana;0;0;5;0
359;28/09/2020;13:30;DIAGONAL01;Diagonal;0;0;0;28;1;alta;cierre;0;1;0;0
360;08/07/2024;8:30;ACACIAS01;Acacias;0;0;0;8;0;baja;manana;0;0;0;0
361;28/10/2021;8:45;VALLADOLID01;Valladolid;0;0;0;28;0;media;manana;0;1;3;0
362;03/06/2021;14:45;OVIEDO01;Oviedo;1;1;1;3;0;baja;cierre;1;0;3;0
363;02/04/2024;8:45;ACORUNA01;A Coruna;0;0;0;2;0;baja;manana;0;0;1;0
364;03/02/2020;10:45;COSTARICA01;Costa Rica;0;0;0;3;0;media;manana;0;0;0;0
365;23/09/2020;13:15;MADRID01;Madrid;0;0;0;23;1;alta;cierre;0;0;2;0
366;26/03/2024;11:15;MADRIDACACIAS01;Madrid Acacias;0;0;0;26;0;media;manana;0;1;1;1
367;04/08/2022;13:30;BARCELONA01;Barcelona;0;0;0;4;0;media;cierre;0;0;3;0
368;25/04/2025;12:45;MADRID01;Madrid;1;0;0;25;1;alta;cierre;1;1;4;0
369;01/12/2020;11:45;MADRIDMOSTOLES01;Madrid Mostoles;0;0;0;1;1;alta;manana;0;0;1;0
370;09/11/2022;14:30;VALENCIA01;Valencia;1;0;0;9;0;media;cierre;1;0;2;0
371;14/02/2023;10:15;DIAGONAL01;Diagonal;0;0;0;14;0;media;manana;0;0;1;0
372;22/11/2024;14:00;COSTARICA01;Costa Rica;0;0;0;22;0;media;cierre;0;0;4;1
373;21/06/2021;10:45;GIJON01;Gijon;0;0;0;21;1;alta;manana;0;0;0;0
374;25/04/2023;9:45;VALENCIA01;Valencia;0;0;0;25;1;alta;manana;0;1;1;0
375;25/08/2022;12:45;COSTARICA01;Costa Rica;0;0;0;25;1;alta;cierre;0;1;3;0
376;23/02/2022;10:00;SEVILLA01;Sevilla;1;1;1;23;0;media;manana;1;0;2;0
377;07/01/2025;11:30;ACACIAS01;Acacias;1;0;0;7;0;media;manana;1;0;1;0
378;08/10/2021;9:45;LASROZAS01;Las Rozas;1;0;0;8;0;media;manana;1;0;4;0
379;14/12/2023;9:30;BARCELONADIAGONAL01;Barcelona Diagonal;1;1;1;14;0;baja;manana;1;0;3;0
380;27/06/2023;14:30;MADRID01;Madrid;0;0;0;27;0;baja;cierre;0;1;1;0
381;31/12/2024;10:30;LASROZAS01;Las Rozas;0;0;0;31;1;alta;manana;0;1;1;0
382;22/01/2020;12:30;VALLADOLID01;Valladolid;0;0;0;22;0;media;cierre;0;0;2;0
383;20/11/2023;12:00;MADRIDSANTAENGRACIA01;Madrid Santa Engracia;1;0;0;20;0;baja;cierre;1;0;0;0
384;19/01/2024;12:15;MADRID01;Madrid;0;0;0;19;1;alta;cierre;0;0;4;0
385;06/07/2020;8:15;ACORUNA01;A Coruna;0;0;0;6;1;baja;manana;0;0;0;0
386;19/07/2021;13:45;BARCELONAMERIDIANA01;Barcelona Meridiana;1;0;0;19;1;alta;cierre;1;0;0;0
387;23/06/2023;11:15;VALENCIA01;Valencia;1;0;0;23;0;media;manana;1;0;4;0
388;17/07/2024;13:45;MADRIDMOSTOLES01;Madrid Mostoles;1;0;0;17;1;baja;cierre;1;0;2;0
389;04/09/2021;13:45;MADRID01;Madrid;0;0;0;4;1;alta;cierre;0;0;5;0
390;27/04/2020;11:00;LASPALMAS01;Las Palmas;0;0;0;27;0;media;manana;0;1;0;0
391;13/06/2023;8:30;MADRIDSANTAENGRACIA01;Madrid Santa Engracia;0;0;0;13;1;baja;manana;0;0;1;0
392;26/11/2020;9:45;DIAGONAL01;Diagonal;0;0;0;26;1;baja;manana;0;1;3;0
393;19/06/2024;13:15;CORDOBA01;Cordoba;1;0;0;19;0;alta;cierre;1;0;2;0
394;11/08/2021;10:30;MADRID01;Madrid;1;0;0;11;1;media;manana;1;0;2;0
395;22/12/2020;11:30;MADRIDSANTAENGRACIA01;Madrid Santa Engracia;0;0;0;22;0;alta;manana;0;0;1;0
396;01/08/2020;11:30;ALICANTE01;Alicante;1;0;0;1;1;alta;manana;1;0;5;0
397;21/12/2021;10:45;MADRID01;Madrid;0;0;0;21;1;media;manana;0;0;1;1
398;24/08/2023;10:30;SANTANDER01;Santander;1;0;0;24;1;alta;manana;1;0;3;0
399;12/04/2022;10:15;MALAGA01;Malaga;1;0;0;12;0;baja;manana;1;0;1;1
400;24/03/2023;8:15;MADRID01;Madrid;1;0;0;24;0;baja;manana;1;0;4;0
401;13/09/2023;10:00;BARCELONA01;Barcelona;0;0;0;13;0;media;manana;0;0;2;0
402;13/08/2020;13:15;MADRID01;Madrid;0;0;0;13;0;alta;cierre;0;0;3;0
403;26/10/2020;9:15;ACORUNA01;A Coruna;0;0;0;26;0;media;manana;0;1;0;0
404;10/03/2023;13:45;VIGO01;Vigo;1;0;0;10;1;alta;cierre;1;0;4;0
405;07/01/2023;10:30;LASROZAS01;Las Rozas;0;0;0;7;1;alta;manana;0;0;5;0
406;07/11/2023;8:15;ZARAGOZA01;Zaragoza;0;0;0;7;0;baja;manana;0;0;1;0
407;01/03/2024;10:15;BARCELONAMERIDIANA01;Barcelona Meridiana;0;0;0;1;0;media;manana;0;0;4;0
408;20/05/2024;10:15;SALAMANCA01;Salamanca;0;0;0;20;0;media;manana;0;0;0;0
409;01/06/2020;10:00;MADRID01;Madrid;0;0;0;1;1;media;manana;0;0;0;0
410;23/01/2020;13:15;SANTANDER01;Santander;0;0;0;23;1;alta;cierre;0;0;3;0
411;02/11/2021;10:00;SEVILLA01;Sevilla;0;0;0;2;0;baja;manana;0;0;1;0
412;06/11/2021;8:30;ACORUNA01;A Coruna;0;0;0;6;0;baja;manana;0;0;5;0
413;20/05/2024;13:15;DIAGONAL01;Diagonal;1;0;0;20;1;alta;cierre;1;0;0;1
414;26/03/2022;13:45;OVIEDO01;Oviedo;0;0;0;26;0;baja;cierre;0;1;5;0
415;15/01/2022;8:00;MADRIDSANTAENGRACIA01;Madrid Santa Engracia;1;0;0;15;0;media;manana;1;0;5;0
416;08/04/2024;12:30;BARCELONA01;Barcelona;0;0;0;8;1;media;cierre;0;0;0;0
417;08/10/2022;11:45;SANTAENGRACIA01;Santa Engracia;0;0;0;8;0;media;manana;0;0;5;0
418;16/02/2023;11:30;MADRID01;Madrid;0;0;0;16;0;alta;manana;0;0;3;0
419;02/07/2020;9:00;MADRIDSANTAENGRACIA01;Madrid Santa Engracia;1;0;0;2;0;baja;manana;1;0;3;0
420;03/08/2021;10:45;MADRID01;Madrid;0;0;0;3;1;media;manana;0;0;1;1
421;01/08/2024;8:00;MADRID01;Madrid;0;0;0;1;1;media;manana;0;0;3;0
422;20/07/2022;11:45;COSTARICA01;Costa Rica;0;0;0;20;1;media;manana;0;0;2;0
423;30/08/2023;8:00;ODONNELL01;O Donnell;0;0;0;30;0;baja;manana;0;1;2;0
424;09/08/2024;9:15;BARCELONA01;Barcelona;1;0;0;9;0;baja;manana;1;0;4;0
425;17/10/2020;14:30;VALLADOLID01;Valladolid;0;0;0;17;0;media;cierre;0;0;5;0
426;24/11/2023;8:15;CORDOBA01;Cordoba;0;0;0;24;0;baja;manana;0;0;4;0
427;15/06/2023;8:45;MADRID01;Madrid;0;0;0;15;1;media;manana;0;0;3;1
428;18/11/2024;12:15;MURCIA01;Murcia;0;0;0;18;0;media;cierre;0;0;0;0
429;20/06/2022;14:45;ZARAGOZA01;Zaragoza;0;0;0;20;1;media;cierre;0;0;0;0
430;28/09/2021;11:45;SANTANDER01;Santander;0;0;0;28;1;media;manana;0;1;1;0
431;29/12/2022;10:45;ACACIAS01;Acacias;1;0;0;29;0;baja;manana;1;1;3;0
432;28/04/2021;10:00;SANTANDER01;Santander;0;0;0;28;0;media;manana;0;1;2;0
433;13/09/2021;12:00;MURCIA01;Murcia;0;0;0;13;1;media;cierre;0;0;0;0
434;08/09/2022;14:15;MADRID01;Madrid;0;0;0;8;1;media;cierre;0;0;3;0
435;23/12/2024;13:15;VALENCIA01;Valencia;0;0;0;23;0;media;cierre;0;0;0;0
436;08/12/2022;10:00;GRANADA01;Granada;1;0;0;8;0;media;manana;1;0;3;0
437;13/02/2020;9:15;MADRIDACACIAS01;Madrid Acacias;0;0;0;13;0;media;manana;0;0;3;0
438;25/03/2022;9:00;LASROZAS01;Las Rozas;0;0;0;25;1;media;manana;0;1;4;0
439;25/01/2020;9:00;MADRID01;Madrid;0;0;0;25;1;alta;manana;0;1;5;0
440;16/01/2021;11:45;BARCELONA01;Barcelona;0;0;0;16;1;media;manana;0;0;5;1
441;28/08/2021;13:45;MURCIA01;Murcia;0;0;0;28;0;baja;cierre;0;1;5;0
442;19/04/2021;10:00;VALLADOLID01;Valladolid;0;0;0;19;0;media;manana;0;0;0;0
443;17/02/2022;9:30;MADRID01;Madrid;0;0;0;17;1;media;manana;0;0;3;1
444;28/02/2023;13:30;BARCELONADIAGONAL01;Barcelona Diagonal;1;0;0;28;1;baja;cierre;1;1;1;0
445;12/07/2021;13:45;OVIEDO01;Oviedo;1;1;1;12;0;media;cierre;1;0;0;0
446;16/10/2023;8:15;MADRIDODONNELL01;Madrid O Donnell;0;0;0;16;1;media;manana;0;0;0;0
447;16/08/2023;10:15;M?STOLES01;M?stoles;0;0;0;16;1;media;manana;0;0;2;1
448;25/06/2024;11:00;MAJADAHONDA01;Majadahonda;0;0;0;25;1;baja;manana;0;1;1;0
449;15/09/2022;12:15;SALAMANCA01;Salamanca;0;0;0;15;0;baja;cierre;0;0;3;1
450;13/05/2022;13:15;VIGO01;Vigo;0;0;0;13;0;media;cierre;0;0;4;0
451;08/10/2022;10:15;VIGO01;Vigo;0;0;0;8;0;media;manana;0;0;5;1
452;02/03/2020;8:00;VIGO01;Vigo;0;0;0;2;1;alta;manana;0;0;0;0
453;12/11/2021;9:30;CADIZ01;Cadiz;0;0;0;12;0;media;manana;0;0;4;1
454;12/12/2023;12:30;MADRIDACACIAS01;Madrid Acacias;1;0;0;12;0;baja;cierre;1;0;1;1
455;23/09/2023;11:00;LASPALMAS01;Las Palmas;1;0;0;23;1;baja;manana;1;0;5;0
456;26/06/2020;11:30;M?STOLES01;M?stoles;0;0;0;26;1;alta;manana;0;1;4;0
457;08/01/2021;13:45;BARCELONAMERIDIANA01;Barcelona Meridiana;0;0;0;8;0;baja;cierre;0;0;4;0
458;06/11/2021;10:45;BARCELONA01;Barcelona;0;0;0;6;0;baja;manana;0;0;5;0
459;11/06/2024;11:00;MADRID01;Madrid;0;0;0;11;0;baja;manana;0;0;1;1
460;26/12/2020;12:00;MALAGA01;Malaga;0;0;0;26;0;alta;cierre;0;1;5;0
461;22/03/2022;11:30;LASROZAS01;Las Rozas;0;0;0;22;0;baja;manana;0;0;1;0
462;20/09/2022;12:30;ZARAGOZA01;Zaragoza;0;0;0;20;0;media;cierre;0;0;1;0
463;03/07/2023;8:00;CORDOBA01;Cordoba;0;0;0;3;0;alta;manana;0;0;0;0
464;05/04/2023;9:00;ACORUNA01;A Coruna;0;0;0;5;1;alta;manana;0;0;2;1
465;10/06/2021;14:30;BILBAO01;Bilbao;0;0;0;10;0;alta;cierre;0;0;3;0
466;29/12/2021;12:00;MADRID01;Madrid;1;0;1;29;0;media;cierre;1;1;2;0
467;24/03/2023;14:15;SALAMANCA01;Salamanca;0;0;0;24;0;baja;cierre;0;0;4;1
468;07/11/2020;11:45;ZARAGOZA01;Zaragoza;0;0;0;7;1;alta;manana;0;0;5;0
469;01/07/2023;10:15;BARCELONA01;Barcelona;0;0;0;1;0;media;manana;0;0;5;0
470;13/03/2025;12:45;VALLADOLID01;Valladolid;0;0;0;13;0;alta;cierre;0;0;3;0
471;06/04/2023;13:45;VALLADOLID01;Valladolid;0;0;0;6;0;baja;cierre;0;0;3;0
472;09/05/2025;8:45;BARCELONA01;Barcelona;0;0;0;9;0;media;manana;0;0;4;0
473;08/01/2020;10:45;MADRID01;Madrid;0;0;0;8;0;baja;manana;0;0;2;0
474;29/08/2023;10:30;MADRIDACACIAS01;Madrid Acacias;1;0;1;29;0;media;manana;1;1;1;0
475;19/12/2023;13:00;GIJON01;Gijon;0;0;0;19;1;media;cierre;0;0;1;0
476;07/07/2022;14:15;BARCELONA01;Barcelona;0;0;0;7;1;alta;cierre;0;0;3;0
477;07/11/2022;10:45;BARCELONA01;Barcelona;0;0;0;7;0;media;manana;0;0;0;0
478;23/03/2023;13:45;SANTAENGRACIA01;Santa Engracia;1;0;0;23;1;alta;cierre;1;0;3;0
479;15/11/2022;10:45;SALAMANCA01;Salamanca;0;0;0;15;0;baja;manana;0;0;1;0
480;20/06/2024;14:00;DIAGONAL01;Diagonal;0;0;0;20;0;baja;cierre;0;0;3;0
481;26/02/2020;11:00;MADRID01;Madrid;1;0;0;26;0;baja;manana;1;1;2;1
482;25/10/2022;10:30;MADRIDMOSTOLES01;Madrid Mostoles;1;0;0;25;1;alta;manana;1;1;1;0
483;02/09/2022;10:00;GIJON01;Gijon;1;0;0;2;1;media;manana;1;0;4;1
484;17/01/2023;14:45;MURCIA01;Murcia;0;0;0;17;0;baja;cierre;0;0;1;0
485;19/02/2022;14:00;ALICANTE01;Alicante;0;0;0;19;1;media;cierre;0;0;5;0
486;13/11/2020;13:45;GIJON01;Gijon;0;0;0;13;0;media;cierre;0;0;4;0
487;15/03/2021;11:00;BARCELONAMERIDIANA01;Barcelona Meridiana;0;0;0;15;1;baja;manana;0;0;0;1
488;27/01/2022;9:30;MADRIDSANTAENGRACIA01;Madrid Santa Engracia;1;0;1;27;0;baja;manana;1;1;3;0
489;01/09/2023;12:45;VALENCIA01;Valencia;1;0;0;1;0;baja;cierre;1;0;4;1
490;21/02/2022;13:45;BARCELONAMERIDIANA01;Barcelona Meridiana;0;0;0;21;0;baja;cierre;0;0;0;0
491;22/05/2020;14:00;M?STOLES01;M?stoles;0;0;0;22;0;media;cierre;0;0;4;1
492;12/09/2022;9:30;MADRIDSANTAENGRACIA01;Madrid Santa Engracia;0;0;0;12;0;media;manana;0;0;0;0
493;19/04/2025;12:15;VALENCIA01;Valencia;0;0;0;19;1;alta;cierre;0;0;5;1
494;07/07/2023;10:45;ACORUNA01;A Coruna;1;0;0;7;0;baja;manana;1;0;4;0
495;15/06/2024;13:45;VALENCIA01;Valencia;0;0;0;15;0;baja;cierre;0;0;5;1
496;30/05/2022;8:00;ZARAGOZA01;Zaragoza;1;0;0;30;0;baja;manana;1;1;0;0
497;14/11/2024;13:15;MADRID01;Madrid;0;0;0;14;0;alta;cierre;0;0;3;0
498;19/05/2020;13:15;ACORUNA01;A Coruna;1;0;0;19;0;baja;cierre;1;0;1;0
499;27/07/2022;10:00;COSTARICA01;Costa Rica;1;0;0;27;1;alta;manana;1;1;2;0
500;26/09/2023;12:45;MURCIA01;Murcia;1;0;0;26;0;baja;cierre;1;1;1;0
501;09/08/2024;8:15;DIAGONAL01;Diagonal;1;0;0;9;0;baja;manana;1;0;4;0
502;17/04/2023;14:00;GRANADA01;Granada;1;0;0;17;0;baja;cierre;1;0;0;0
503;07/07/2023;11:00;SALAMANCA01;Salamanca;0;0;0;7;1;media;manana;0;0;4;0
504;25/01/2022;13:15;BARCELONAMERIDIANA01;Barcelona Meridiana;1;0;0;25;0;baja;cierre;1;1;1;0
505;30/08/2021;11:30;VALENCIA01;Valencia;1;0;0;30;0;media;manana;1;1;0;0
506;09/08/2022;12:30;BILBAO01;Bilbao;0;0;0;9;0;media;cierre;0;0;1;0
507;21/08/2023;11:45;CORDOBA01;Cordoba;0;0;0;21;0;media;manana;0;0;0;0
508;30/05/2025;11:15;MADRID01;Madrid;1;0;1;30;0;media;manana;1;1;4;0
509;15/09/2023;11:15;CADIZ01;Cadiz;0;0;0;15;0;baja;manana;0;0;4;0
510;25/10/2021;11:15;DIAGONAL01;Diagonal;1;0;1;25;1;alta;manana;1;1;0;0
511;16/04/2025;12:15;VALLADOLID01;Valladolid;0;0;0;16;0;baja;cierre;0;0;2;0
512;31/07/2021;14:00;LASPALMAS01;Las Palmas;0;0;0;31;1;media;cierre;0;1;5;1
513;08/02/2024;10:45;ACORUNA01;A Coruna;0;0;0;8;0;baja;manana;0;0;3;0
514;30/11/2022;10:30;MADRID01;Madrid;0;0;0;30;0;baja;manana;0;1;2;0
515;20/03/2024;14:00;MADRID01;Madrid;0;0;0;20;0;media;cierre;0;0;2;0
516;11/12/2023;10:30;VALLADOLID01;Valladolid;1;0;0;11;0;media;manana;1;0;0;0
517;16/04/2022;14:45;VALENCIA01;Valencia;0;0;0;16;0;baja;cierre;0;0;5;1
518;11/10/2024;14:15;MADRID01;Madrid;0;0;0;11;0;baja;cierre;0;0;4;0
519;19/11/2021;11:45;SEVILLA01;Sevilla;0;0;0;19;1;media;manana;0;0;4;0
520;26/07/2022;10:30;CADIZ01;Cadiz;0;0;0;26;1;alta;manana;0;1;1;0
521;18/10/2022;12:45;COSTARICA01;Costa Rica;0;0;0;18;0;media;cierre;0;0;1;0
522;19/10/2020;11:30;ACACIAS01;Acacias;0;0;0;19;1;media;manana;0;0;0;0
523;28/07/2023;14:15;DIAGONAL01;Diagonal;0;0;0;28;0;alta;cierre;0;1;4;0
524;01/07/2020;13:15;COSTARICA01;Costa Rica;0;0;0;1;1;media;cierre;0;0;2;0
525;27/09/2024;12:45;MAJADAHONDA01;Majadahonda;1;0;0;27;0;media;cierre;1;1;4;1
526;29/03/2023;9:45;DIAGONAL01;Diagonal;0;0;0;29;0;baja;manana;0;1;2;0
527;09/08/2023;8:30;VIGO01;Vigo;0;0;0;9;0;baja;manana;0;0;2;0
528;08/04/2022;13:45;CADIZ01;Cadiz;0;0;0;8;0;alta;cierre;0;0;4;0
529;04/04/2024;13:45;MADRID01;Madrid;1;0;0;4;0;media;cierre;1;0;3;1
530;19/01/2024;11:15;SANTANDER01;Santander;0;0;0;19;0;baja;manana;0;0;4;1
